probe	locus
Os.43507.1.A1_x_at	LOC_Os01g11370
Os.3917.1.S1_s_at	LOC_Os01g11414
Os.3917.2.S1_x_at	LOC_Os01g11414
Os.37798.1.S1_at	LOC_Os01g11460
OsAffx.1984.1.S1_at	LOC_Os01g11480
Os.7731.1.S1_at	LOC_Os01g11520
Os.2066.1.S1_a_at	LOC_Os01g11550
Os.2066.2.S1_x_at	LOC_Os01g11550
OsAffx.1895.1.S1_at	LOC_Os01g11550
Os.37125.2.S1_x_at	LOC_Os01g11580
OsAffx.23202.1.S1_x_at	LOC_Os01g11580
Os.18774.1.S1_s_at	LOC_Os01g11590
Os.43491.1.S1_x_at	LOC_Os01g11620
Os.3850.1.S1_a_at	LOC_Os01g11650
Os.33387.1.S1_at	LOC_Os01g11660
Os.10533.1.S1_at	LOC_Os01g11710
Os.12340.1.S1_at	LOC_Os01g11730
Os.3875.1.S1_at	LOC_Os01g11810
Os.47366.1.A1_x_at	LOC_Os01g11810
Os.53712.1.S1_x_at	LOC_Os01g11820
Os.681.1.S1_at	LOC_Os01g11860
Os.681.1.S1_x_at	LOC_Os01g11860
Os.681.2.S1_x_at	LOC_Os01g11860
Os.26823.1.S1_at	LOC_Os01g11880
Os.15968.1.S1_at	LOC_Os01g11900
Os.26488.1.S1_at	LOC_Os01g11910
Os.43464.1.S1_at	LOC_Os01g11920
Os.30557.2.S1_x_at	LOC_Os01g11940
Os.26825.1.S1_at	LOC_Os01g11946
Os.26825.2.S1_x_at	LOC_Os01g11946
Os.50353.1.S1_at	LOC_Os01g11952
Os.16133.1.S1_at	LOC_Os01g11960
Os.43459.1.S1_at	LOC_Os01g11980
Os.5066.1.S1_at	LOC_Os01g12000
Os.37822.2.S1_at	LOC_Os01g12020
Os.12263.1.S1_at	LOC_Os01g12080
Os.3494.1.S1_at	LOC_Os01g12090
Os.54460.1.A1_at	LOC_Os01g12100
OsAffx.22100.1.S1_x_at	LOC_Os01g12100
Os.3496.1.S1_at	LOC_Os01g12110
Os.27838.1.S1_at	LOC_Os01g12130
Os.33971.1.S1_at	LOC_Os01g12180
Os.47598.1.S1_at	LOC_Os01g12190
Os.3507.1.S1_at	LOC_Os01g12200
OsAffx.9908.1.S1_x_at	LOC_Os01g12200
Os.26807.1.S1_at	LOC_Os01g12210
Os.36177.1.S1_at	LOC_Os01g12250
Os.3748.1.S1_at	LOC_Os01g12260
Os.3749.1.S1_at	LOC_Os01g12270
Os.17038.1.S1_at	LOC_Os01g12280
Os.17038.2.S1_x_at	LOC_Os01g12280
Os.53214.1.S1_at	LOC_Os01g12304
Os.3754.1.S1_at	LOC_Os01g12320
Os.28972.1.S1_at	LOC_Os01g12390
Os.27052.1.S1_at	LOC_Os01g12400
Os.24984.1.A1_at	LOC_Os01g12430
Os.31908.1.S1_at	LOC_Os01g12440
Os.23618.1.S1_at	LOC_Os01g12460
Os.51983.1.A1_x_at	LOC_Os01g12470
Os.12759.1.S1_at	LOC_Os01g12480
Os.21207.1.S1_at	LOC_Os01g12530
Os.45987.1.S1_x_at	LOC_Os01g12530
Os.46746.1.S1_at	LOC_Os01g12540
Os.5405.1.S1_x_at	LOC_Os01g12540
Os.23664.1.S1_at	LOC_Os01g12550
Os.27142.1.S1_at	LOC_Os01g12560
Os.49073.1.S1_at	LOC_Os01g12570
Os.1205.1.S1_at	LOC_Os01g12580
OsAffx.22093.1.S1_at	LOC_Os01g12640
OsAffx.22093.1.S1_x_at	LOC_Os01g12640
Os.12715.1.S1_at	LOC_Os01g12650
Os.32943.1.S1_at	LOC_Os01g12660
Os.32943.2.S1_x_at	LOC_Os01g12660
Os.6090.1.S1_a_at	LOC_Os01g12670
Os.51763.1.S1_x_at	LOC_Os01g12690
Os.7995.1.S1_x_at	LOC_Os01g12690
Os.18818.1.S1_a_at	LOC_Os01g12710
Os.32687.1.S1_at	LOC_Os01g12720
Os.11710.1.S1_at	LOC_Os01g12730
Os.45887.1.S1_at	LOC_Os01g12750
Os.37011.1.S1_at	LOC_Os01g12800
Os.17393.1.S1_at	LOC_Os01g12810
Os.9704.1.S1_at	LOC_Os01g12820
Os.49556.1.S1_at	LOC_Os01g12830
OsAffx.23220.1.S1_x_at	LOC_Os01g12830
Os.23620.1.A1_a_at	LOC_Os01g12840
Os.23620.1.A2_at	LOC_Os01g12840
Os.22373.1.S1_at	LOC_Os01g12860
OsAffx.27908.1.S1_at	LOC_Os01g12860
Os.12062.1.S1_a_at	LOC_Os01g12870
Os.3558.1.S1_at	LOC_Os01g12880
Os.3558.2.S1_x_at	LOC_Os01g12880
Os.3560.1.S1_a_at	LOC_Os01g12890
Os.3560.1.S1_at	LOC_Os01g12890
Os.12209.1.S1_a_at	LOC_Os01g12900
Os.3561.1.S1_at	LOC_Os01g12910
Os.38009.1.S1_at	LOC_Os01g13000
Os.12733.1.S1_at	LOC_Os01g13030
Os.12733.2.S1_at	LOC_Os01g13030
Os.10055.1.S1_at	LOC_Os01g13060
Os.46916.1.S1_at	LOC_Os01g13080
Os.46916.1.S1_s_at	LOC_Os01g13080
Os.4482.1.A1_at	LOC_Os01g13090
OsAffx.23222.1.S1_s_at	LOC_Os01g13090
Os.16996.1.S1_at	LOC_Os01g13100
Os.20516.1.S1_at	LOC_Os01g13120
OsAffx.9883.1.S1_x_at	LOC_Os01g13120
Os.27302.1.S1_x_at	LOC_Os01g13150
Os.50317.1.S1_at	LOC_Os01g13150
Os.10105.1.S1_at	LOC_Os01g13160
Os.10105.3.A1_at	LOC_Os01g13160
Os.10105.3.S1_x_at	LOC_Os01g13160
Os.3627.1.S1_a_at	LOC_Os01g13170
Os.27540.1.S1_at	LOC_Os01g13190
Os.27540.2.S1_x_at	LOC_Os01g13190
Os.12707.1.S1_at	LOC_Os01g13200
Os.14122.1.S1_at	LOC_Os01g13210
Os.34829.1.S1_at	LOC_Os01g13270
Os.3634.1.S1_a_at	LOC_Os01g13280
Os.54636.1.S1_at	LOC_Os01g13300
Os.46008.1.S1_at	LOC_Os01g13320
Os.6809.1.S1_at	LOC_Os01g13370
Os.6809.2.S1_x_at	LOC_Os01g13370
OsAffx.11032.1.S1_at	LOC_Os01g13380
Os.10003.1.S1_at	LOC_Os01g13390
Os.19005.1.S1_at	LOC_Os01g13404
Os.19005.2.S1_at	LOC_Os01g13404
Os.27593.1.S1_at	LOC_Os01g13420
Os.3822.1.S1_at	LOC_Os01g13430
Os.3822.2.S2_x_at	LOC_Os01g13430
Os.3825.1.S1_at	LOC_Os01g13460
Os.45983.1.S1_x_at	LOC_Os01g13460
Os.3828.1.S1_at	LOC_Os01g13470
Os.3828.2.S1_x_at	LOC_Os01g13470
Os.24496.1.S1_at	LOC_Os01g13490
Os.22269.1.S1_at	LOC_Os01g13520
Os.22269.2.S1_x_at	LOC_Os01g13520
Os.24968.1.S1_at	LOC_Os01g13530
Os.3838.1.S1_at	LOC_Os01g13540
Os.3839.1.S1_at	LOC_Os01g13550
Os.27709.1.S1_a_at	LOC_Os01g13570
Os.36566.1.S1_at	LOC_Os01g13660
Os.36566.1.S1_s_at	LOC_Os01g13660
Os.36566.2.S1_at	LOC_Os01g13660
Os.36566.3.S1_x_at	LOC_Os01g13660
Os.1224.1.S1_at	LOC_Os01g13690
Os.16332.1.S1_at	LOC_Os01g13700
Os.1227.2.S1_x_at	LOC_Os01g13720
Os.1228.1.S1_a_at	LOC_Os01g13730
Os.1228.1.S1_at	LOC_Os01g13730
Os.1228.2.S1_at	LOC_Os01g13730
Os.1228.2.S1_x_at	LOC_Os01g13730
Os.1229.1.S1_at	LOC_Os01g13740
Os.1229.2.S1_x_at	LOC_Os01g13740
Os.1229.3.S1_x_at	LOC_Os01g13740
Os.1233.1.S1_at	LOC_Os01g13760
Os.17143.1.S1_at	LOC_Os01g13800
Os.43344.1.S1_at	LOC_Os01g13930
Os.43343.1.S1_at	LOC_Os01g13940
Os.31185.1.S1_at	LOC_Os01g13950
Os.55091.1.S1_at	LOC_Os01g14010
Os.8669.1.S1_at	LOC_Os01g14020
Os.53640.1.S1_at	LOC_Os01g14040
Os.23971.1.S1_a_at	LOC_Os01g14050
Os.23971.2.S1_x_at	LOC_Os01g14050
Os.26701.1.S1_s_at	LOC_Os01g14070
Os.52301.1.S1_at	LOC_Os01g14070
Os.36458.2.S1_x_at	LOC_Os01g14080
Os.36194.1.S1_at	LOC_Os01g14090
Os.38014.1.S1_at	LOC_Os01g14100
OsAffx.11044.1.S1_x_at	LOC_Os01g14110
OsAffx.23232.1.S1_at	LOC_Os01g14130
OsAffx.23232.1.S1_x_at	LOC_Os01g14130
Os.10494.1.S1_at	LOC_Os01g14140
OsAffx.22046.1.S1_at	LOC_Os01g14270
Os.15122.1.S1_a_at	LOC_Os01g14370
Os.15122.1.S1_at	LOC_Os01g14370
Os.15122.2.S1_x_at	LOC_Os01g14370
Os.9191.1.S1_s_at	LOC_Os01g14410
Os.1779.1.S1_at	LOC_Os01g14420
OsAffx.2005.1.S1_x_at	LOC_Os01g14420
OsAffx.11050.1.S1_x_at	LOC_Os01g14440
OsAffx.11050.2.S1_x_at	LOC_Os01g14440
Os.35827.1.S1_at	LOC_Os01g14510
Os.5216.1.S1_at	LOC_Os01g14514
OsAffx.23246.1.S1_x_at	LOC_Os01g14520
Os.30173.1.S1_at	LOC_Os01g14530
Os.33904.1.S1_at	LOC_Os01g14540
Os.874.1.S1_at	LOC_Os01g14610
Os.28773.1.S1_at	LOC_Os01g14650
Os.12851.1.S1_at	LOC_Os01g14670
Os.37966.1.S1_a_at	LOC_Os01g14690
OsAffx.11054.1.S1_at	LOC_Os01g14700
Os.34089.1.S1_at	LOC_Os01g14720
Os.38074.1.S1_s_at	LOC_Os01g14790
Os.38074.1.S1_x_at	LOC_Os01g14790
Os.49444.1.S1_at	LOC_Os01g14790
Os.49444.1.S1_s_at	LOC_Os01g14790
Os.14625.1.S1_at	LOC_Os01g14810
Os.33563.1.A1_at	LOC_Os01g14820
Os.43805.1.S1_at	LOC_Os01g14820
Os.43805.1.S1_x_at	LOC_Os01g14820
Os.9946.1.S1_at	LOC_Os01g14830
Os.307.1.S1_at	LOC_Os01g14840
Os.307.1.S2_at	LOC_Os01g14840
Os.45916.1.S1_s_at	LOC_Os01g14850
Os.45916.1.S1_x_at	LOC_Os01g14850
Os.9962.1.S1_s_at	LOC_Os01g14850
Os.9955.1.S1_a_at	LOC_Os01g14860
Os.5217.1.S1_at	LOC_Os01g14870
Os.51665.1.A1_at	LOC_Os01g14880
Os.32339.1.S1_at	LOC_Os01g14920
Os.34371.1.S1_at	LOC_Os01g14926
Os.64.1.S1_at	LOC_Os01g14932
Os.64.2.S1_x_at	LOC_Os01g14932
Os.3405.1.S1_at	LOC_Os01g14950
Os.3924.1.S1_at	LOC_Os01g14980
Os.3927.1.S1_x_at	LOC_Os01g15000
Os.3927.2.S1_s_at	LOC_Os01g15000
Os.3927.3.S1_x_at	LOC_Os01g15000
Os.10633.1.S1_at	LOC_Os01g15010
Os.46044.1.S1_s_at	LOC_Os01g15020
Os.46044.2.S1_x_at	LOC_Os01g15020
Os.46045.1.S1_a_at	LOC_Os01g15029
Os.46045.3.S1_x_at	LOC_Os01g15029
Os.15140.1.S1_at	LOC_Os01g15110
Os.12708.1.S1_at	LOC_Os01g15120
Os.50780.1.S1_at	LOC_Os01g15130
Os.10666.1.S1_at	LOC_Os01g15260
Os.37869.2.S1_a_at	LOC_Os01g15270
Os.51824.1.S1_at	LOC_Os01g15290
Os.197.2.S1_x_at	LOC_Os01g15300
Os.49825.1.S1_at	LOC_Os01g15300
Os.197.1.S1_a_at	LOC_Os01g15310
Os.10662.1.S1_at	LOC_Os01g15320
Os.9029.1.S1_a_at	LOC_Os01g15350
Os.9029.1.S1_at	LOC_Os01g15350
Os.9029.2.S1_x_at	LOC_Os01g15350
Os.49617.1.A1_at	LOC_Os01g15399
Os.53569.1.S2_at	LOC_Os01g15399
OsAffx.4769.1.S1_at	LOC_Os01g15448
Os.9931.1.S1_a_at	LOC_Os01g15460
Os.9931.3.S1_x_at	LOC_Os01g15460
Os.12672.1.S1_a_at	LOC_Os01g15470
Os.501.1.S1_at	LOC_Os01g15480
Os.10320.1.S1_x_at	LOC_Os01g15490
Os.30699.1.S1_at	LOC_Os01g15530
Os.24965.1.S1_at	LOC_Os01g15540
Os.20316.1.S1_at	LOC_Os01g15580
Os.1173.1.S1_at	LOC_Os01g15600
Os.116.1.S1_at	LOC_Os01g15610
Os.117.1.S1_at	LOC_Os01g15630
Os.117.2.S1_x_at	LOC_Os01g15630
Os.51340.1.S1_at	LOC_Os01g15630
Os.4387.1.S1_at	LOC_Os01g15640
Os.27385.2.S1_x_at	LOC_Os01g15660
OsAffx.22211.2.S1_at	LOC_Os01g15740
Os.34400.1.S1_at	LOC_Os01g15770
Os.27791.1.S1_at	LOC_Os01g15780
Os.10459.1.S1_at	LOC_Os01g15790
Os.45994.1.S1_at	LOC_Os01g15790
Os.45994.1.S1_x_at	LOC_Os01g15790
Os.45994.2.S1_at	LOC_Os01g15790
Os.1153.1.S1_at	LOC_Os01g15830
OsAffx.23264.1.S1_s_at	LOC_Os01g15850
Os.11786.1.S1_at	LOC_Os01g15900
Os.11786.2.S1_at	LOC_Os01g15900
Os.11786.2.S1_x_at	LOC_Os01g15900
Os.4750.1.S1_x_at	LOC_Os01g15970
Os.55385.1.S1_at	LOC_Os01g15970
Os.94.1.S1_at	LOC_Os01g15979
Os.96.1.S1_at	LOC_Os01g16000
Os.9177.1.S1_at	LOC_Os01g16010
OsAffx.22205.1.S1_at	LOC_Os01g16010
OsAffx.22204.1.S1_at	LOC_Os01g16020
OsAffx.22204.1.S1_x_at	LOC_Os01g16020
Os.35495.1.S1_at	LOC_Os01g16030
Os.35495.1.S1_s_at	LOC_Os01g16030
Os.10951.1.S1_at	LOC_Os01g16040
OsAffx.11074.1.S1_s_at	LOC_Os01g16060
Os.16709.1.S1_at	LOC_Os01g16080
Os.16709.2.S1_x_at	LOC_Os01g16080
Os.106.1.S1_at	LOC_Os01g16090
OsAffx.2017.1.S1_at	LOC_Os01g16100
OsAffx.2017.1.S1_s_at	LOC_Os01g16100
Os.26795.1.S1_s_at	LOC_Os01g16110
Os.26795.2.S1_x_at	LOC_Os01g16110
OsAffx.23266.1.S1_s_at	LOC_Os01g16120
Os.21810.1.S1_at	LOC_Os01g16130
Os.31233.2.S1_at	LOC_Os01g16140
Os.20404.1.S1_at	LOC_Os01g16146
OsAffx.11075.1.S1_x_at	LOC_Os01g16146
Os.115.1.S1_at	LOC_Os01g16152
Os.15490.1.S1_at	LOC_Os01g16170
Os.22508.1.S1_at	LOC_Os01g16180
Os.22508.2.S1_x_at	LOC_Os01g16180
Os.12343.1.S1_at	LOC_Os01g16190
Os.46043.1.A1_s_at	LOC_Os01g16210
OsAffx.23268.1.S1_at	LOC_Os01g16210
Os.24775.1.A1_s_at	LOC_Os01g16220
Os.455.1.S1_at	LOC_Os01g16240
Os.37563.1.S1_at	LOC_Os01g16290
Os.21056.1.S1_at	LOC_Os01g16330
Os.38263.1.S1_at	LOC_Os01g16340
Os.72.1.S1_at	LOC_Os01g16350
Os.72.1.S1_s_at	LOC_Os01g16350
Os.72.1.S1_x_at	LOC_Os01g16350
Os.73.1.S1_at	LOC_Os01g16354
Os.73.2.S1_x_at	LOC_Os01g16354
Os.32532.2.S1_x_at	LOC_Os01g16370
Os.37639.1.S1_a_at	LOC_Os01g16414
Os.37639.1.S1_at	LOC_Os01g16414
Os.37639.2.S1_x_at	LOC_Os01g16414
Os.6850.1.S1_at	LOC_Os01g16430
Os.11558.1.S1_at	LOC_Os01g16450
Os.4654.1.S1_at	LOC_Os01g16510
Os.37842.1.S1_at	LOC_Os01g16520
Os.36108.2.S1_x_at	LOC_Os01g16530
Os.5307.1.S1_s_at	LOC_Os01g16530
OsAffx.23276.1.S1_at	LOC_Os01g16530
Os.10190.1.S1_at	LOC_Os01g16540
Os.37994.2.S1_at	LOC_Os01g16550
Os.37994.2.S1_x_at	LOC_Os01g16550
Os.35373.1.S1_at	LOC_Os01g16600
OsAffx.23277.1.S1_at	LOC_Os01g16620
OsAffx.23277.2.S1_at	LOC_Os01g16620
OsAffx.23277.2.S1_x_at	LOC_Os01g16620
Os.22454.1.S1_at	LOC_Os01g16640
Os.247.1.S1_at	LOC_Os01g16650
Os.35093.1.A1_at	LOC_Os01g16660
Os.43688.1.S1_at	LOC_Os01g16670
Os.55088.1.S1_at	LOC_Os01g16810
Os.12351.1.S1_at	LOC_Os01g16870
Os.206.1.S1_at	LOC_Os01g16890
Os.207.1.S1_at	LOC_Os01g16900
Os.43682.1.S1_at	LOC_Os01g16910
Os.209.1.S1_at	LOC_Os01g16920
Os.11448.2.S1_x_at	LOC_Os01g16930
Os.24980.1.S1_at	LOC_Os01g16940
Os.212.1.S1_at	LOC_Os01g16950
Os.213.1.S1_at	LOC_Os01g16960
Os.6899.1.S1_a_at	LOC_Os01g16970
Os.6899.1.S1_at	LOC_Os01g16970
Os.6899.1.S2_at	LOC_Os01g16970
Os.6899.2.S1_x_at	LOC_Os01g16970
Os.54420.1.S1_at	LOC_Os01g16980
Os.54420.1.S1_x_at	LOC_Os01g16980
Os.35540.1.S1_at	LOC_Os01g17000
Os.27779.1.S1_at	LOC_Os01g17010
Os.14702.1.S1_a_at	LOC_Os01g17020
OsAffx.22181.1.S1_s_at	LOC_Os01g17050
Os.53230.1.S1_at	LOC_Os01g17060
Os.50.1.S1_at	LOC_Os01g17070
Os.7948.1.S1_a_at	LOC_Os01g17150
Os.43666.1.S1_at	LOC_Os01g17160
Os.7868.1.S1_at	LOC_Os01g17170
Os.25964.1.S1_a_at	LOC_Os01g17180
Os.25964.1.S2_a_at	LOC_Os01g17180
Os.19793.1.S1_at	LOC_Os01g17190
Os.17416.1.S1_at	LOC_Os01g17214
OsAffx.22176.1.S1_x_at	LOC_Os01g17214
Os.435.1.S1_at	LOC_Os01g17240
Os.436.1.S1_at	LOC_Os01g17250
Os.439.1.S1_at	LOC_Os01g17260
OsAffx.2025.1.S1_x_at	LOC_Os01g17260
Os.32656.1.S1_at	LOC_Os01g17279
Os.446.1.S1_at	LOC_Os01g17330
Os.286.1.S1_a_at	LOC_Os01g17390
Os.27387.1.S1_at	LOC_Os01g17396
Os.27387.1.S1_x_at	LOC_Os01g17396
Os.27387.2.S1_x_at	LOC_Os01g17396
Os.1236.1.S1_at	LOC_Os01g17430
Os.36802.1.S1_at	LOC_Os01g17470
Os.7126.1.S1_at	LOC_Os01g18050
Os.24155.1.S1_at	LOC_Os01g18060
Os.6716.1.S1_at	LOC_Os01g18070
Os.6716.2.S1_at	LOC_Os01g18070
Os.6716.2.S1_x_at	LOC_Os01g18070
Os.6672.1.S1_at	LOC_Os01g18080
Os.1715.1.S1_at	LOC_Os01g18100
OsAffx.10053.1.S1_at	LOC_Os01g18160
OsAffx.10053.1.S1_x_at	LOC_Os01g18160
Os.7753.1.S1_at	LOC_Os01g18170
Os.46041.1.S1_at	LOC_Os01g18210
Os.1726.1.S1_at	LOC_Os01g18240
Os.29809.1.S1_at	LOC_Os01g18280
Os.29809.2.S1_x_at	LOC_Os01g18280
Os.5439.1.S1_a_at	LOC_Os01g18320
Os.18169.1.S1_at	LOC_Os01g18360
Os.18169.2.S1_at	LOC_Os01g18360
Os.18169.2.S1_x_at	LOC_Os01g18360
Os.36593.1.S1_at	LOC_Os01g18400
Os.36593.2.S1_x_at	LOC_Os01g18400
OsAffx.11097.1.S1_at	LOC_Os01g18440
Os.36549.1.S1_at	LOC_Os01g18450
OsAffx.23292.1.S1_at	LOC_Os01g18584
Os.3623.1.S1_at	LOC_Os01g18630
Os.48522.1.A1_s_at	LOC_Os01g18630
Os.2675.2.A1_at	LOC_Os01g18640
Os.3625.1.S1_at	LOC_Os01g18660
Os.20120.1.S1_at	LOC_Os01g18670
Os.3655.1.S1_at	LOC_Os01g18744
Os.3663.1.S1_at	LOC_Os01g18800
Os.20756.1.S1_at	LOC_Os01g18850
Os.18542.1.S1_at	LOC_Os01g18880
Os.820.1.S1_at	LOC_Os01g19020
Os.820.1.S1_s_at	LOC_Os01g19020
Os.34741.1.S1_at	LOC_Os01g19130
Os.2068.1.S1_a_at	LOC_Os01g19150
Os.32895.1.S1_at	LOC_Os01g19160
OsAffx.23302.1.S1_at	LOC_Os01g19160
OsAffx.23302.1.S1_x_at	LOC_Os01g19160
Os.2075.1.S1_at	LOC_Os01g19220
Os.2081.1.S1_at	LOC_Os01g19260
Os.31893.1.S1_at	LOC_Os01g19290
OsAffx.11113.1.S1_at	LOC_Os01g19380
Os.31119.1.S1_at	LOC_Os01g19400
Os.12557.1.S1_at	LOC_Os01g19410
Os.36371.1.S1_at	LOC_Os01g19430
Os.8730.1.S1_at	LOC_Os01g19450
Os.11690.1.S1_at	LOC_Os01g19470
Os.37795.1.S1_at	LOC_Os01g19480
Os.6999.1.S1_at	LOC_Os01g19490
Os.54538.1.S1_at	LOC_Os01g19500
Os.23685.1.S1_at	LOC_Os01g19529
Os.33440.1.S1_at	LOC_Os01g19548
Os.6182.1.S1_at	LOC_Os01g19630
Os.4163.1.S1_at	LOC_Os01g19694
OsAffx.11118.1.S1_s_at	LOC_Os01g19694
Os.7872.1.S1_at	LOC_Os01g19740
Os.33857.1.S1_at	LOC_Os01g19760
Os.33857.2.S1_x_at	LOC_Os01g19760
OsAffx.21963.1.S1_s_at	LOC_Os01g19770
Os.33687.1.S1_at	LOC_Os01g19800
Os.26698.1.S1_a_at	LOC_Os01g19820
Os.1082.2.S1_at	LOC_Os01g19840
OsAffx.21945.2.S1_x_at	LOC_Os01g19850
Os.12462.1.S1_at	LOC_Os01g19870
Os.48010.1.S1_at	LOC_Os01g19870
Os.43043.1.S1_at	LOC_Os01g19880
Os.8545.1.S1_at	LOC_Os01g19940
Os.8545.1.S1_s_at	LOC_Os01g19940
OsAffx.21941.1.S1_s_at	LOC_Os01g19970
Os.28809.1.S1_at	LOC_Os01g19990
Os.33704.1.S1_at	LOC_Os01g20110
Os.23605.1.A1_at	LOC_Os01g20120
Os.55011.1.S1_x_at	LOC_Os01g20120
Os.40421.1.S1_at	LOC_Os01g20780
OsAffx.17400.1.S1_at	LOC_Os01g20820
Os.38381.1.S1_at	LOC_Os01g20830
Os.16542.1.S1_s_at	LOC_Os01g20840
Os.46758.1.S1_s_at	LOC_Os01g20860
Os.45751.1.A1_x_at	LOC_Os01g20890
Os.7595.1.S1_at	LOC_Os01g20890
Os.36147.1.S1_at	LOC_Os01g20900
Os.36147.2.S1_x_at	LOC_Os01g20900
Os.13500.1.S1_at	LOC_Os01g20940
Os.13500.2.S1_x_at	LOC_Os01g20940
Os.37598.1.S1_at	LOC_Os01g20980
Os.32108.1.S1_s_at	LOC_Os01g21034
Os.32108.2.S1_x_at	LOC_Os01g21034
OsAffx.23315.2.S1_at	LOC_Os01g21050
Os.28032.1.A1_at	LOC_Os01g21070
Os.8031.1.S1_at	LOC_Os01g21120
Os.31860.1.S1_at	LOC_Os01g21144
Os.19003.1.S1_a_at	LOC_Os01g21160
OsAffx.23317.1.S1_at	LOC_Os01g21160
Os.18476.1.S1_at	LOC_Os01g21180
OsAffx.11139.1.S1_at	LOC_Os01g21240
Os.2915.1.S1_at	LOC_Os01g21250
Os.5892.1.S1_s_at	LOC_Os01g21320
Os.23598.1.S1_at	LOC_Os01g21410
Os.26827.1.A1_at	LOC_Os01g21420
Os.26827.2.A1_x_at	LOC_Os01g21420
Os.10187.1.S1_at	LOC_Os01g21440
Os.20538.1.S1_at	LOC_Os01g21450
Os.20538.2.S1_x_at	LOC_Os01g21450
Os.9529.1.A1_x_at	LOC_Os01g21590
OsAffx.11145.1.S1_s_at	LOC_Os01g21590
Os.32197.2.S1_x_at	LOC_Os01g21610
OsAffx.23327.1.S1_s_at	LOC_Os01g21620
OsAffx.2052.1.S1_at	LOC_Os01g21740
Os.27425.1.S1_at	LOC_Os01g21820
Os.34696.1.S1_at	LOC_Os01g21850
Os.34696.1.S1_x_at	LOC_Os01g21850
Os.34696.2.S1_at	LOC_Os01g21850
Os.34696.2.S1_x_at	LOC_Os01g21850
Os.1107.1.S1_at	LOC_Os01g21860
Os.1107.2.S1_s_at	LOC_Os01g21860
Os.1113.1.S1_at	LOC_Os01g21940
Os.8963.1.S1_at	LOC_Os01g21960
Os.9394.1.S1_at	LOC_Os01g21970
OsAffx.11154.2.S1_s_at	LOC_Os01g21980
Os.23135.1.A1_at	LOC_Os01g21990
Os.31286.1.S1_at	LOC_Os01g22000
Os.12223.1.S1_at	LOC_Os01g22010
Os.5189.1.S1_at	LOC_Os01g22070
Os.5189.2.S1_at	LOC_Os01g22070
Os.54201.1.S1_x_at	LOC_Os01g22090
Os.54201.2.S1_x_at	LOC_Os01g22090
Os.35123.1.S1_at	LOC_Os01g22230
Os.17722.1.S1_at	LOC_Os01g22249
Os.1563.1.S1_at	LOC_Os01g22370
Os.1564.1.S1_at	LOC_Os01g22380
Os.45678.1.S1_at	LOC_Os01g22390
Os.27350.1.A1_at	LOC_Os01g22430
OsAffx.11158.1.S1_at	LOC_Os01g22450
Os.33000.1.S1_x_at	LOC_Os01g22480
Os.33000.1.S2_at	LOC_Os01g22480
Os.28209.2.S1_at	LOC_Os01g22490
Os.1574.1.S1_at	LOC_Os01g22500
Os.1505.1.S1_x_at	LOC_Os01g22510
OsAffx.1782.1.S1_at	LOC_Os01g22510
OsAffx.1782.1.S1_x_at	LOC_Os01g22510
OsAffx.1782.2.S1_at	LOC_Os01g22510
Os.1506.1.S1_at	LOC_Os01g22520
Os.53990.1.S1_at	LOC_Os01g22550
Os.29464.1.S1_at	LOC_Os01g22590
Os.27323.1.S1_at	LOC_Os01g22600
Os.27323.2.S1_x_at	LOC_Os01g22600
Os.1521.1.S1_at	LOC_Os01g22630
Os.38245.1.S1_at	LOC_Os01g22640
Os.1526.2.S1_at	LOC_Os01g22660
Os.1526.2.S1_x_at	LOC_Os01g22660
Os.24743.1.S1_at	LOC_Os01g22870
Os.17741.1.S1_at	LOC_Os01g22900
OsAffx.1775.1.S1_x_at	LOC_Os01g22954
Os.7786.1.S1_at	LOC_Os01g22990
OsAffx.22867.1.S1_x_at	LOC_Os01g22990
OsAffx.23351.2.S1_at	LOC_Os01g23360
Os.35285.1.S1_at	LOC_Os01g23380
Os.16549.2.S1_at	LOC_Os01g23590
Os.16549.3.S1_x_at	LOC_Os01g23590
Os.20630.1.S1_at	LOC_Os01g23610
Os.10984.1.S1_at	LOC_Os01g23620
OsAffx.23355.1.S1_s_at	LOC_Os01g23630
Os.7156.1.S1_at	LOC_Os01g23640
Os.19014.1.S1_at	LOC_Os01g23680
OsAffx.23357.1.S1_at	LOC_Os01g23730
Os.17269.1.S1_at	LOC_Os01g23740
OsAffx.2070.2.S1_at	LOC_Os01g23850
Os.35110.1.S1_a_at	LOC_Os01g23870
OsAffx.22851.1.S1_at	LOC_Os01g23900
Os.11283.1.S1_at	LOC_Os01g24020
Os.12934.1.S1_at	LOC_Os01g24030
Os.24895.1.S1_at	LOC_Os01g24060
Os.21239.1.S1_at	LOC_Os01g24070
Os.53326.1.S1_at	LOC_Os01g24090
Os.34341.1.S1_at	LOC_Os01g24440
Os.10306.2.S1_x_at	LOC_Os01g24480
Os.48328.1.S1_at	LOC_Os01g24560
OsAffx.23373.1.S1_at	LOC_Os01g24670
Os.5612.1.S1_at	LOC_Os01g24680
Os.11335.4.S1_at	LOC_Os01g24690
Os.6832.1.S1_at	LOC_Os01g24700
Os.4671.1.S1_a_at	LOC_Os01g24710
Os.57456.1.S1_x_at	LOC_Os01g24710
Os.5558.1.S1_at	LOC_Os01g24750
Os.46953.1.S1_at	LOC_Os01g24764
Os.34927.1.S1_at	LOC_Os01g24780
